4294A REV1.04
"DATE: Jun 11 2002"


"MEASURE PARAMETER: IMPEDANCE MAG PHASE (DEG)"
"ADAPTER: PROBE"
"SWEEP TYPE: LOG FREQ"
"NUMBER of POINTS: 601"
"POINT DELAY TIME:  0 Sec"
"SWEEP DELAY TIME:  0 Sec"
"OSC LEVEL:  500 mVolt"
"DC BIAS: OFF"
"BW: 1"
"SWEEP AVERAGING: OFF"
"POINT AVERAGING: OFF"


"TRACE: A"
"FORMAT: LOG"

"Frequency"	"Data Trace Real"	"Data Trace Imag"	"Memory Trace Real"	"Memory Trace Imag"
8.25195930000e+04	7.956689e+02	0.000000e+00	7.887537e+02	0.000000e+00
8.27196620000e+04	7.927927e+02	0.000000e+00	7.862891e+02	0.000000e+00
8.29202160000e+04	7.905685e+02	0.000000e+00	7.838276e+02	0.000000e+00
8.31212570000e+04	7.877903e+02	0.000000e+00	7.813694e+02	0.000000e+00
8.33227840000e+04	7.858998e+02	0.000000e+00	7.789143e+02	0.000000e+00
8.35248010000e+04	7.826254e+02	0.000000e+00	7.764623e+02	0.000000e+00
8.37273070000e+04	7.801741e+02	0.000000e+00	7.740135e+02	0.000000e+00
8.39303040000e+04	7.781812e+02	0.000000e+00	7.715678e+02	0.000000e+00
8.41337940000e+04	7.753353e+02	0.000000e+00	7.691250e+02	0.000000e+00
8.43377770000e+04	7.735317e+02	0.000000e+00	7.666853e+02	0.000000e+00
8.45422540000e+04	7.706197e+02	0.000000e+00	7.642487e+02	0.000000e+00
8.47472270000e+04	7.678689e+02	0.000000e+00	7.618149e+02	0.000000e+00
8.49526970000e+04	7.657907e+02	0.000000e+00	7.593840e+02	0.000000e+00
8.51586650000e+04	7.634152e+02	0.000000e+00	7.569561e+02	0.000000e+00
8.53651330000e+04	7.603957e+02	0.000000e+00	7.545310e+02	0.000000e+00
8.55721010000e+04	7.584222e+02	0.000000e+00	7.521088e+02	0.000000e+00
8.57795710000e+04	7.561801e+02	0.000000e+00	7.496893e+02	0.000000e+00
8.59875440000e+04	7.534011e+02	0.000000e+00	7.472726e+02	0.000000e+00
8.61960210000e+04	7.515758e+02	0.000000e+00	7.448586e+02	0.000000e+00
8.64050040000e+04	7.490091e+02	0.000000e+00	7.424473e+02	0.000000e+00
8.66144930000e+04	7.462067e+02	0.000000e+00	7.400387e+02	0.000000e+00
8.68244900000e+04	7.439201e+02	0.000000e+00	7.376327e+02	0.000000e+00
8.70349970000e+04	7.416233e+02	0.000000e+00	7.352293e+02	0.000000e+00
8.72460130000e+04	7.393350e+02	0.000000e+00	7.328285e+02	0.000000e+00
8.74575420000e+04	7.364719e+02	0.000000e+00	7.304302e+02	0.000000e+00
8.76695830000e+04	7.340939e+02	0.000000e+00	7.280344e+02	0.000000e+00
8.78821380000e+04	7.318951e+02	0.000000e+00	7.256411e+02	0.000000e+00
8.80952090000e+04	7.291602e+02	0.000000e+00	7.232501e+02	0.000000e+00
8.83087960000e+04	7.271086e+02	0.000000e+00	7.208616e+02	0.000000e+00
8.85229010000e+04	7.244952e+02	0.000000e+00	7.184753e+02	0.000000e+00
8.87375260000e+04	7.226113e+02	0.000000e+00	7.160915e+02	0.000000e+00
8.89526700000e+04	7.198895e+02	0.000000e+00	7.137099e+02	0.000000e+00
8.91683360000e+04	7.174446e+02	0.000000e+00	7.113305e+02	0.000000e+00
8.93845250000e+04	7.156853e+02	0.000000e+00	7.089534e+02	0.000000e+00
8.96012380000e+04	7.126904e+02	0.000000e+00	7.065784e+02	0.000000e+00
8.98184770000e+04	7.105720e+02	0.000000e+00	7.042055e+02	0.000000e+00
9.00362420000e+04	7.082201e+02	0.000000e+00	7.018348e+02	0.000000e+00
9.02545360000e+04	7.060839e+02	0.000000e+00	6.994661e+02	0.000000e+00
9.04733580000e+04	7.032298e+02	0.000000e+00	6.970994e+02	0.000000e+00
9.06927110000e+04	7.010729e+02	0.000000e+00	6.947347e+02	0.000000e+00
9.09125960000e+04	6.985198e+02	0.000000e+00	6.923719e+02	0.000000e+00
9.11330140000e+04	6.959369e+02	0.000000e+00	6.900110e+02	0.000000e+00
9.13539670000e+04	6.936784e+02	0.000000e+00	6.876520e+02	0.000000e+00
9.15754550000e+04	6.913160e+02	0.000000e+00	6.852949e+02	0.000000e+00
9.17974800000e+04	6.890402e+02	0.000000e+00	6.829394e+02	0.000000e+00
9.20200430000e+04	6.864737e+02	0.000000e+00	6.805857e+02	0.000000e+00
9.22431460000e+04	6.842067e+02	0.000000e+00	6.782338e+02	0.000000e+00
9.24667900000e+04	6.819608e+02	0.000000e+00	6.758834e+02	0.000000e+00
9.26909760000e+04	6.795546e+02	0.000000e+00	6.735347e+02	0.000000e+00
9.29157060000e+04	6.771118e+02	0.000000e+00	6.711876e+02	0.000000e+00
9.31409810000e+04	6.747971e+02	0.000000e+00	6.688419e+02	0.000000e+00
9.33668010000e+04	6.724350e+02	0.000000e+00	6.664978e+02	0.000000e+00
9.35931700000e+04	6.701324e+02	0.000000e+00	6.641550e+02	0.000000e+00
9.38200870000e+04	6.672156e+02	0.000000e+00	6.618137e+02	0.000000e+00
9.40475540000e+04	6.653591e+02	0.000000e+00	6.594738e+02	0.000000e+00
9.42755730000e+04	6.632462e+02	0.000000e+00	6.571351e+02	0.000000e+00
9.45041440000e+04	6.602416e+02	0.000000e+00	6.547977e+02	0.000000e+00
9.47332700000e+04	6.585145e+02	0.000000e+00	6.524614e+02	0.000000e+00
9.49629510000e+04	6.556223e+02	0.000000e+00	6.501264e+02	0.000000e+00
9.51931890000e+04	6.536069e+02	0.000000e+00	6.477925e+02	0.000000e+00
9.54239860000e+04	6.513116e+02	0.000000e+00	6.454597e+02	0.000000e+00
9.56553410000e+04	6.488622e+02	0.000000e+00	6.431278e+02	0.000000e+00
9.58872580000e+04	6.465217e+02	0.000000e+00	6.407970e+02	0.000000e+00
9.61197370000e+04	6.443540e+02	0.000000e+00	6.384670e+02	0.000000e+00
9.63527800000e+04	6.422920e+02	0.000000e+00	6.361379e+02	0.000000e+00
9.65863880000e+04	6.398047e+02	0.000000e+00	6.338097e+02	0.000000e+00
9.68205620000e+04	6.369714e+02	0.000000e+00	6.314822e+02	0.000000e+00
9.70553040000e+04	6.348622e+02	0.000000e+00	6.291554e+02	0.000000e+00
9.72906150000e+04	6.327889e+02	0.000000e+00	6.268293e+02	0.000000e+00
9.75264970000e+04	6.300242e+02	0.000000e+00	6.245038e+02	0.000000e+00
9.77629500000e+04	6.278974e+02	0.000000e+00	6.221790e+02	0.000000e+00
9.79999770000e+04	6.260919e+02	0.000000e+00	6.198545e+02	0.000000e+00
9.82375780000e+04	6.233568e+02	0.000000e+00	6.175305e+02	0.000000e+00
9.84757560000e+04	6.206378e+02	0.000000e+00	6.152070e+02	0.000000e+00
9.87145100000e+04	6.185496e+02	0.000000e+00	6.128837e+02	0.000000e+00
9.89538440000e+04	6.160322e+02	0.000000e+00	6.105607e+02	0.000000e+00
9.91937580000e+04	6.135961e+02	0.000000e+00	6.082380e+02	0.000000e+00
9.94342540000e+04	6.113967e+02	0.000000e+00	6.059154e+02	0.000000e+00
9.96753330000e+04	6.088419e+02	0.000000e+00	6.035930e+02	0.000000e+00
9.99169960000e+04	6.070944e+02	0.000000e+00	6.012706e+02	0.000000e+00
1.00159245000e+05	6.046508e+02	0.000000e+00	5.989481e+02	0.000000e+00
1.00402082000e+05	6.020920e+02	0.000000e+00	5.966256e+02	0.000000e+00
1.00645507000e+05	6.001514e+02	0.000000e+00	5.943030e+02	0.000000e+00
1.00889523000e+05	5.978911e+02	0.000000e+00	5.919801e+02	0.000000e+00
1.01134130000e+05	5.950768e+02	0.000000e+00	5.896570e+02	0.000000e+00
1.01379330000e+05	5.929266e+02	0.000000e+00	5.873336e+02	0.000000e+00
1.01625125000e+05	5.906923e+02	0.000000e+00	5.850097e+02	0.000000e+00
1.01871515000e+05	5.879550e+02	0.000000e+00	5.826854e+02	0.000000e+00
1.02118503000e+05	5.858597e+02	0.000000e+00	5.803606e+02	0.000000e+00
1.02366090000e+05	5.832847e+02	0.000000e+00	5.780352e+02	0.000000e+00
1.02614277000e+05	5.812625e+02	0.000000e+00	5.757090e+02	0.000000e+00
1.02863066000e+05	5.788965e+02	0.000000e+00	5.733822e+02	0.000000e+00
1.03112458000e+05	5.762955e+02	0.000000e+00	5.710546e+02	0.000000e+00
1.03362454000e+05	5.738264e+02	0.000000e+00	5.687260e+02	0.000000e+00
1.03613057000e+05	5.718559e+02	0.000000e+00	5.663965e+02	0.000000e+00
1.03864267000e+05	5.696700e+02	0.000000e+00	5.640660e+02	0.000000e+00
1.04116087000e+05	5.671491e+02	0.000000e+00	5.617344e+02	0.000000e+00
1.04368517000e+05	5.646105e+02	0.000000e+00	5.594016e+02	0.000000e+00
1.04621559000e+05	5.622998e+02	0.000000e+00	5.570676e+02	0.000000e+00
1.04875214000e+05	5.597287e+02	0.000000e+00	5.547322e+02	0.000000e+00
1.05129485000e+05	5.576898e+02	0.000000e+00	5.523954e+02	0.000000e+00
1.05384372000e+05	5.553275e+02	0.000000e+00	5.500571e+02	0.000000e+00
1.05639876000e+05	5.530784e+02	0.000000e+00	5.477172e+02	0.000000e+00
1.05896001000e+05	5.504304e+02	0.000000e+00	5.453756e+02	0.000000e+00
1.06152746000e+05	5.480106e+02	0.000000e+00	5.430323e+02	0.000000e+00
1.06410114000e+05	5.458729e+02	0.000000e+00	5.406873e+02	0.000000e+00
1.06668106000e+05	5.437822e+02	0.000000e+00	5.383402e+02	0.000000e+00
1.06926723000e+05	5.409261e+02	0.000000e+00	5.359911e+02	0.000000e+00
1.07185967000e+05	5.386957e+02	0.000000e+00	5.336400e+02	0.000000e+00
1.07445840000e+05	5.364313e+02	0.000000e+00	5.312866e+02	0.000000e+00
1.07706343000e+05	5.343261e+02	0.000000e+00	5.289309e+02	0.000000e+00
1.07967478000e+05	5.315030e+02	0.000000e+00	5.265729e+02	0.000000e+00
1.08229245000e+05	5.291631e+02	0.000000e+00	5.242124e+02	0.000000e+00
1.08491648000e+05	5.268862e+02	0.000000e+00	5.218493e+02	0.000000e+00
1.08754686000e+05	5.244617e+02	0.000000e+00	5.194836e+02	0.000000e+00
1.09018362000e+05	5.221450e+02	0.000000e+00	5.171151e+02	0.000000e+00
1.09282678000e+05	5.195965e+02	0.000000e+00	5.147437e+02	0.000000e+00
1.09547634000e+05	5.173557e+02	0.000000e+00	5.123693e+02	0.000000e+00
1.09813233000e+05	5.153745e+02	0.000000e+00	5.099918e+02	0.000000e+00
1.10079476000e+05	5.122736e+02	0.000000e+00	5.076111e+02	0.000000e+00
1.10346364000e+05	5.101049e+02	0.000000e+00	5.052271e+02	0.000000e+00
1.10613899000e+05	5.078090e+02	0.000000e+00	5.028397e+02	0.000000e+00
1.10882083000e+05	5.052621e+02	0.000000e+00	5.004487e+02	0.000000e+00
1.11150917000e+05	5.029473e+02	0.000000e+00	4.980542e+02	0.000000e+00
1.11420403000e+05	5.002890e+02	0.000000e+00	4.956558e+02	0.000000e+00
1.11690542000e+05	4.981108e+02	0.000000e+00	4.932536e+02	0.000000e+00
1.11961337000e+05	4.955480e+02	0.000000e+00	4.908473e+02	0.000000e+00
1.12232788000e+05	4.931442e+02	0.000000e+00	4.884369e+02	0.000000e+00
1.12504896000e+05	4.908171e+02	0.000000e+00	4.860222e+02	0.000000e+00
1.12777665000e+05	4.882975e+02	0.000000e+00	4.836032e+02	0.000000e+00
1.13051095000e+05	4.858112e+02	0.000000e+00	4.811797e+02	0.000000e+00
1.13325188000e+05	4.832404e+02	0.000000e+00	4.787514e+02	0.000000e+00
1.13599945000e+05	4.810932e+02	0.000000e+00	4.763185e+02	0.000000e+00
1.13875369000e+05	4.783857e+02	0.000000e+00	4.738805e+02	0.000000e+00
1.14151460000e+05	4.762682e+02	0.000000e+00	4.714375e+02	0.000000e+00
1.14428221000e+05	4.733630e+02	0.000000e+00	4.689893e+02	0.000000e+00
1.14705653000e+05	4.709968e+02	0.000000e+00	4.665357e+02	0.000000e+00
1.14983757000e+05	4.685882e+02	0.000000e+00	4.640766e+02	0.000000e+00
1.15262536000e+05	4.663700e+02	0.000000e+00	4.616118e+02	0.000000e+00
1.15541990000e+05	4.636006e+02	0.000000e+00	4.591413e+02	0.000000e+00
1.15822122000e+05	4.610850e+02	0.000000e+00	4.566647e+02	0.000000e+00
1.16102934000e+05	4.583126e+02	0.000000e+00	4.541820e+02	0.000000e+00
1.16384426000e+05	4.562853e+02	0.000000e+00	4.516931e+02	0.000000e+00
1.16666600000e+05	4.540724e+02	0.000000e+00	4.491976e+02	0.000000e+00
1.16949459000e+05	4.517206e+02	0.000000e+00	4.466955e+02	0.000000e+00
1.17233004000e+05	4.490906e+02	0.000000e+00	4.441866e+02	0.000000e+00
1.17517236000e+05	4.465768e+02	0.000000e+00	4.416706e+02	0.000000e+00
1.17802157000e+05	4.439803e+02	0.000000e+00	4.391475e+02	0.000000e+00
1.18087769000e+05	4.412535e+02	0.000000e+00	4.366170e+02	0.000000e+00
1.18374073000e+05	4.387991e+02	0.000000e+00	4.340790e+02	0.000000e+00
1.18661071000e+05	4.360573e+02	0.000000e+00	4.315332e+02	0.000000e+00
1.18948766000e+05	4.333518e+02	0.000000e+00	4.289795e+02	0.000000e+00
1.19237158000e+05	4.308667e+02	0.000000e+00	4.264176e+02	0.000000e+00
1.19526249000e+05	4.282760e+02	0.000000e+00	4.238474e+02	0.000000e+00
1.19816040000e+05	4.259536e+02	0.000000e+00	4.212686e+02	0.000000e+00
1.20106535000e+05	4.232086e+02	0.000000e+00	4.186809e+02	0.000000e+00
1.20397734000e+05	4.205677e+02	0.000000e+00	4.160844e+02	0.000000e+00
1.20689639000e+05	4.178360e+02	0.000000e+00	4.134785e+02	0.000000e+00
1.20982251000e+05	4.153102e+02	0.000000e+00	4.108632e+02	0.000000e+00
1.21275573000e+05	4.126456e+02	0.000000e+00	4.082383e+02	0.000000e+00
1.21569607000e+05	4.099776e+02	0.000000e+00	4.056033e+02	0.000000e+00
1.21864353000e+05	4.072834e+02	0.000000e+00	4.029582e+02	0.000000e+00
1.22159813000e+05	4.045146e+02	0.000000e+00	4.003026e+02	0.000000e+00
1.22455990000e+05	4.016137e+02	0.000000e+00	3.976364e+02	0.000000e+00
1.22752885000e+05	3.992357e+02	0.000000e+00	3.949592e+02	0.000000e+00
1.23050500000e+05	3.964807e+02	0.000000e+00	3.922708e+02	0.000000e+00
1.23348837000e+05	3.936617e+02	0.000000e+00	3.895708e+02	0.000000e+00
1.23647897000e+05	3.907920e+02	0.000000e+00	3.868591e+02	0.000000e+00
1.23947682000e+05	3.882315e+02	0.000000e+00	3.841353e+02	0.000000e+00
1.24248193000e+05	3.855155e+02	0.000000e+00	3.813991e+02	0.000000e+00
1.24549434000e+05	3.825350e+02	0.000000e+00	3.786502e+02	0.000000e+00
1.24851404000e+05	3.799674e+02	0.000000e+00	3.758884e+02	0.000000e+00
1.25154107000e+05	3.772218e+02	0.000000e+00	3.731133e+02	0.000000e+00
1.25457544000e+05	3.742793e+02	0.000000e+00	3.703245e+02	0.000000e+00
1.25761716000e+05	3.715424e+02	0.000000e+00	3.675218e+02	0.000000e+00
1.26066626000e+05	3.686607e+02	0.000000e+00	3.647047e+02	0.000000e+00
1.26372275000e+05	3.657192e+02	0.000000e+00	3.618730e+02	0.000000e+00
1.26678665000e+05	3.627660e+02	0.000000e+00	3.590263e+02	0.000000e+00
1.26985798000e+05	3.599597e+02	0.000000e+00	3.561641e+02	0.000000e+00
1.27293676000e+05	3.571380e+02	0.000000e+00	3.532863e+02	0.000000e+00
1.27602300000e+05	3.542232e+02	0.000000e+00	3.503922e+02	0.000000e+00
1.27911672000e+05	3.515160e+02	0.000000e+00	3.474816e+02	0.000000e+00
1.28221795000e+05	3.481977e+02	0.000000e+00	3.445540e+02	0.000000e+00
1.28532669000e+05	3.454724e+02	0.000000e+00	3.416091e+02	0.000000e+00
1.28844297000e+05	3.425256e+02	0.000000e+00	3.386463e+02	0.000000e+00
1.29156681000e+05	3.394372e+02	0.000000e+00	3.356653e+02	0.000000e+00
1.29469822000e+05	3.364809e+02	0.000000e+00	3.326655e+02	0.000000e+00
1.29783722000e+05	3.334217e+02	0.000000e+00	3.296466e+02	0.000000e+00
1.30098383000e+05	3.303255e+02	0.000000e+00	3.266080e+02	0.000000e+00
1.30413807000e+05	3.271310e+02	0.000000e+00	3.235493e+02	0.000000e+00
1.30729996000e+05	3.242319e+02	0.000000e+00	3.204699e+02	0.000000e+00
1.31046952000e+05	3.208411e+02	0.000000e+00	3.173693e+02	0.000000e+00
1.31364676000e+05	3.178893e+02	0.000000e+00	3.142470e+02	0.000000e+00
1.31683170000e+05	3.147961e+02	0.000000e+00	3.111024e+02	0.000000e+00
1.32002436000e+05	3.115684e+02	0.000000e+00	3.079350e+02	0.000000e+00
1.32322477000e+05	3.083338e+02	0.000000e+00	3.047442e+02	0.000000e+00
1.32643293000e+05	3.050451e+02	0.000000e+00	3.015294e+02	0.000000e+00
1.32964888000e+05	3.018245e+02	0.000000e+00	2.982899e+02	0.000000e+00
1.33287262000e+05	2.985416e+02	0.000000e+00	2.950251e+02	0.000000e+00
1.33610417000e+05	2.951650e+02	0.000000e+00	2.917345e+02	0.000000e+00
1.33934356000e+05	2.920891e+02	0.000000e+00	2.884173e+02	0.000000e+00
1.34259081000e+05	2.886880e+02	0.000000e+00	2.850728e+02	0.000000e+00
1.34584593000e+05	2.851249e+02	0.000000e+00	2.817002e+02	0.000000e+00
1.34910893000e+05	2.817444e+02	0.000000e+00	2.782990e+02	0.000000e+00
1.35237986000e+05	2.781506e+02	0.000000e+00	2.748682e+02	0.000000e+00
1.35565871000e+05	2.746890e+02	0.000000e+00	2.714072e+02	0.000000e+00
1.35894551000e+05	2.713316e+02	0.000000e+00	2.679151e+02	0.000000e+00
1.36224028000e+05	2.675331e+02	0.000000e+00	2.643911e+02	0.000000e+00
1.36554304000e+05	2.641817e+02	0.000000e+00	2.608343e+02	0.000000e+00
1.36885380000e+05	2.602472e+02	0.000000e+00	2.572438e+02	0.000000e+00
1.37217259000e+05	2.565817e+02	0.000000e+00	2.536189e+02	0.000000e+00
1.37549943000e+05	2.527848e+02	0.000000e+00	2.499583e+02	0.000000e+00
1.37883434000e+05	2.491902e+02	0.000000e+00	2.462614e+02	0.000000e+00
1.38217733000e+05	2.462459e+02	0.000000e+00	2.425269e+02	0.000000e+00
1.38552842000e+05	2.428451e+02	0.000000e+00	2.387540e+02	0.000000e+00
1.38888764000e+05	2.390447e+02	0.000000e+00	2.349414e+02	0.000000e+00
1.39225501000e+05	2.351445e+02	0.000000e+00	2.310882e+02	0.000000e+00
1.39563053000e+05	2.310764e+02	0.000000e+00	2.271932e+02	0.000000e+00
1.39901425000e+05	2.271138e+02	0.000000e+00	2.232551e+02	0.000000e+00
1.40240616000e+05	2.230673e+02	0.000000e+00	2.192729e+02	0.000000e+00
1.40580630000e+05	2.189534e+02	0.000000e+00	2.152452e+02	0.000000e+00
1.40921469000e+05	2.147719e+02	0.000000e+00	2.111708e+02	0.000000e+00
1.41263134000e+05	2.105975e+02	0.000000e+00	2.070482e+02	0.000000e+00
1.41605627000e+05	2.063939e+02	0.000000e+00	2.028762e+02	0.000000e+00
1.41948950000e+05	2.022093e+02	0.000000e+00	1.986533e+02	0.000000e+00
1.42293106000e+05	1.977532e+02	0.000000e+00	1.943779e+02	0.000000e+00
1.42638096000e+05	1.935078e+02	0.000000e+00	1.900487e+02	0.000000e+00
1.42983923000e+05	1.889957e+02	0.000000e+00	1.856640e+02	0.000000e+00
1.43330588000e+05	1.845756e+02	0.000000e+00	1.812223e+02	0.000000e+00
1.43678094000e+05	1.801152e+02	0.000000e+00	1.767218e+02	0.000000e+00
1.44026442000e+05	1.755242e+02	0.000000e+00	1.721609e+02	0.000000e+00
1.44375635000e+05	1.707685e+02	0.000000e+00	1.675377e+02	0.000000e+00
1.44725674000e+05	1.661142e+02	0.000000e+00	1.628505e+02	0.000000e+00
1.45076562000e+05	1.612319e+02	0.000000e+00	1.580974e+02	0.000000e+00
1.45428301000e+05	1.564175e+02	0.000000e+00	1.532766e+02	0.000000e+00
1.45780893000e+05	1.514729e+02	0.000000e+00	1.483861e+02	0.000000e+00
1.46134339000e+05	1.464336e+02	0.000000e+00	1.434239e+02	0.000000e+00
1.46488643000e+05	1.413595e+02	0.000000e+00	1.383882e+02	0.000000e+00
1.46843805000e+05	1.361675e+02	0.000000e+00	1.332769e+02	0.000000e+00
1.47199828000e+05	1.309394e+02	0.000000e+00	1.280881e+02	0.000000e+00
1.47556715000e+05	1.255867e+02	0.000000e+00	1.228200e+02	0.000000e+00
1.47914467000e+05	1.202225e+02	0.000000e+00	1.174706e+02	0.000000e+00
1.48273086000e+05	1.145892e+02	0.000000e+00	1.120385e+02	0.000000e+00
1.48632575000e+05	1.090611e+02	0.000000e+00	1.065222e+02	0.000000e+00
1.48992935000e+05	1.032996e+02	0.000000e+00	1.009205e+02	0.000000e+00
1.49354170000e+05	9.752608e+01	0.000000e+00	9.523306e+01	0.000000e+00
1.49716279000e+05	9.157209e+01	0.000000e+00	8.945998e+01	0.000000e+00
1.50079267000e+05	8.559429e+01	0.000000e+00	8.360253e+01	0.000000e+00
1.50443135000e+05	7.946700e+01	0.000000e+00	7.766367e+01	0.000000e+00
1.50807885000e+05	7.318858e+01	0.000000e+00	7.164883e+01	0.000000e+00
1.51173520000e+05	6.688222e+01	0.000000e+00	6.556724e+01	0.000000e+00
1.51540040000e+05	6.042787e+01	0.000000e+00	5.943427e+01	0.000000e+00
1.51907450000e+05	5.397190e+01	0.000000e+00	5.327520e+01	0.000000e+00
1.52275750000e+05	4.743670e+01	0.000000e+00	4.713226e+01	0.000000e+00
1.52644944000e+05	4.103746e+01	0.000000e+00	4.107765e+01	0.000000e+00
1.53015032000e+05	3.489924e+01	0.000000e+00	3.523878e+01	0.000000e+00
1.53386018000e+05	2.937965e+01	0.000000e+00	2.984724e+01	0.000000e+00
1.53757903000e+05	2.499185e+01	0.000000e+00	2.532486e+01	0.000000e+00
1.54130689000e+05	2.249745e+01	0.000000e+00	2.237202e+01	0.000000e+00
1.54504380000e+05	2.254187e+01	0.000000e+00	2.182197e+01	0.000000e+00
1.54878977000e+05	2.510231e+01	0.000000e+00	2.401961e+01	0.000000e+00
1.55254481000e+05	2.957733e+01	0.000000e+00	2.849517e+01	0.000000e+00
1.55630897000e+05	3.532428e+01	0.000000e+00	3.451558e+01	0.000000e+00
1.56008224000e+05	4.197108e+01	0.000000e+00	4.154372e+01	0.000000e+00
1.56386467000e+05	4.917308e+01	0.000000e+00	4.926955e+01	0.000000e+00
1.56765627000e+05	5.694722e+01	0.000000e+00	5.752423e+01	0.000000e+00
1.57145706000e+05	6.516393e+01	0.000000e+00	6.621609e+01	0.000000e+00
