4294A REV1.11
"DATE:     28 -100"


"MEASURE PARAMETER: ADMITTANCE MAG PHASE (DEG)"
"ADAPTER: 7mm"
"SWEEP TYPE: LOG FREQ"
"NUMBER of POINTS: 801"
"POINT DELAY TIME:  0 Sec"
"SWEEP DELAY TIME:  0 Sec"
"OSC LEVEL:  500 mVolt"
"DC BIAS: OFF"
"BW: 5"
"SWEEP AVERAGING: 16"
"POINT AVERAGING: 4"


"TRACE: A"
"FORMAT: LOG"

"Frequency"	"Data Trace Real"	"Data Trace Imag"
1.06919164000e+05	1.344104e-03	0.000000e+00
1.06954235000e+05	1.346394e-03	0.000000e+00
1.06989317000e+05	1.348711e-03	0.000000e+00
1.07024410000e+05	1.351064e-03	0.000000e+00
1.07059515000e+05	1.353411e-03	0.000000e+00
1.07094631000e+05	1.355790e-03	0.000000e+00
1.07129760000e+05	1.358224e-03	0.000000e+00
1.07164899000e+05	1.360650e-03	0.000000e+00
1.07200050000e+05	1.363139e-03	0.000000e+00
1.07235213000e+05	1.365625e-03	0.000000e+00
1.07270387000e+05	1.368166e-03	0.000000e+00
1.07305572000e+05	1.370728e-03	0.000000e+00
1.07340770000e+05	1.373279e-03	0.000000e+00
1.07375978000e+05	1.375903e-03	0.000000e+00
1.07411199000e+05	1.378556e-03	0.000000e+00
1.07446431000e+05	1.381245e-03	0.000000e+00
1.07481674000e+05	1.383941e-03	0.000000e+00
1.07516929000e+05	1.386683e-03	0.000000e+00
1.07552196000e+05	1.389459e-03	0.000000e+00
1.07587474000e+05	1.392259e-03	0.000000e+00
1.07622763000e+05	1.395095e-03	0.000000e+00
1.07658065000e+05	1.397967e-03	0.000000e+00
1.07693377000e+05	1.400875e-03	0.000000e+00
1.07728702000e+05	1.403808e-03	0.000000e+00
1.07764038000e+05	1.406819e-03	0.000000e+00
1.07799385000e+05	1.409853e-03	0.000000e+00
1.07834745000e+05	1.412929e-03	0.000000e+00
1.07870115000e+05	1.416010e-03	0.000000e+00
1.07905498000e+05	1.419167e-03	0.000000e+00
1.07940892000e+05	1.422361e-03	0.000000e+00
1.07976297000e+05	1.425583e-03	0.000000e+00
1.08011714000e+05	1.428857e-03	0.000000e+00
1.08047143000e+05	1.432187e-03	0.000000e+00
1.08082584000e+05	1.435548e-03	0.000000e+00
1.08118036000e+05	1.438891e-03	0.000000e+00
1.08153500000e+05	1.442370e-03	0.000000e+00
1.08188975000e+05	1.445899e-03	0.000000e+00
1.08224462000e+05	1.449415e-03	0.000000e+00
1.08259960000e+05	1.453013e-03	0.000000e+00
1.08295471000e+05	1.456667e-03	0.000000e+00
1.08330993000e+05	1.460344e-03	0.000000e+00
1.08366526000e+05	1.464085e-03	0.000000e+00
1.08402071000e+05	1.467886e-03	0.000000e+00
1.08437628000e+05	1.471739e-03	0.000000e+00
1.08473197000e+05	1.475645e-03	0.000000e+00
1.08508777000e+05	1.479587e-03	0.000000e+00
1.08544369000e+05	1.483639e-03	0.000000e+00
1.08579972000e+05	1.487706e-03	0.000000e+00
1.08615588000e+05	1.491827e-03	0.000000e+00
1.08651214000e+05	1.496022e-03	0.000000e+00
1.08686853000e+05	1.500278e-03	0.000000e+00
1.08722503000e+05	1.504607e-03	0.000000e+00
1.08758165000e+05	1.508985e-03	0.000000e+00
1.08793839000e+05	1.513429e-03	0.000000e+00
1.08829524000e+05	1.517943e-03	0.000000e+00
1.08865221000e+05	1.522554e-03	0.000000e+00
1.08900930000e+05	1.527195e-03	0.000000e+00
1.08936651000e+05	1.531937e-03	0.000000e+00
1.08972383000e+05	1.536702e-03	0.000000e+00
1.09008127000e+05	1.541629e-03	0.000000e+00
1.09043883000e+05	1.546557e-03	0.000000e+00
1.09079650000e+05	1.551627e-03	0.000000e+00
1.09115429000e+05	1.556719e-03	0.000000e+00
1.09151220000e+05	1.561935e-03	0.000000e+00
1.09187022000e+05	1.567230e-03	0.000000e+00
1.09222837000e+05	1.572600e-03	0.000000e+00
1.09258663000e+05	1.578046e-03	0.000000e+00
1.09294501000e+05	1.583620e-03	0.000000e+00
1.09330350000e+05	1.589275e-03	0.000000e+00
1.09366212000e+05	1.595077e-03	0.000000e+00
1.09402085000e+05	1.600954e-03	0.000000e+00
1.09437970000e+05	1.606930e-03	0.000000e+00
1.09473866000e+05	1.613010e-03	0.000000e+00
1.09509775000e+05	1.619203e-03	0.000000e+00
1.09545695000e+05	1.625465e-03	0.000000e+00
1.09581627000e+05	1.631806e-03	0.000000e+00
1.09617571000e+05	1.638212e-03	0.000000e+00
1.09653526000e+05	1.644766e-03	0.000000e+00
1.09689494000e+05	1.651414e-03	0.000000e+00
1.09725473000e+05	1.658179e-03	0.000000e+00
1.09761464000e+05	1.665088e-03	0.000000e+00
1.09797467000e+05	1.672067e-03	0.000000e+00
1.09833481000e+05	1.679163e-03	0.000000e+00
1.09869507000e+05	1.686392e-03	0.000000e+00
1.09905546000e+05	1.693756e-03	0.000000e+00
1.09941596000e+05	1.701223e-03	0.000000e+00
1.09977658000e+05	1.708821e-03	0.000000e+00
1.10013731000e+05	1.716559e-03	0.000000e+00
1.10049817000e+05	1.724401e-03	0.000000e+00
1.10085914000e+05	1.732349e-03	0.000000e+00
1.10122023000e+05	1.740408e-03	0.000000e+00
1.10158144000e+05	1.748597e-03	0.000000e+00
1.10194277000e+05	1.756854e-03	0.000000e+00
1.10230422000e+05	1.765209e-03	0.000000e+00
1.10266578000e+05	1.773662e-03	0.000000e+00
1.10302747000e+05	1.782199e-03	0.000000e+00
1.10338927000e+05	1.790787e-03	0.000000e+00
1.10375119000e+05	1.799438e-03	0.000000e+00
1.10411323000e+05	1.808185e-03	0.000000e+00
1.10447539000e+05	1.816938e-03	0.000000e+00
1.10483767000e+05	1.825745e-03	0.000000e+00
1.10520007000e+05	1.834536e-03	0.000000e+00
1.10556258000e+05	1.843377e-03	0.000000e+00
1.10592522000e+05	1.852175e-03	0.000000e+00
1.10628797000e+05	1.861054e-03	0.000000e+00
1.10665084000e+05	1.869854e-03	0.000000e+00
1.10701384000e+05	1.878635e-03	0.000000e+00
1.10737695000e+05	1.887285e-03	0.000000e+00
1.10774018000e+05	1.895898e-03	0.000000e+00
1.10810353000e+05	1.904373e-03	0.000000e+00
1.10846699000e+05	1.912631e-03	0.000000e+00
1.10883058000e+05	1.920728e-03	0.000000e+00
1.10919429000e+05	1.928613e-03	0.000000e+00
1.10955811000e+05	1.936306e-03	0.000000e+00
1.10992206000e+05	1.943846e-03	0.000000e+00
1.11028612000e+05	1.951293e-03	0.000000e+00
1.11065031000e+05	1.958698e-03	0.000000e+00
1.11101461000e+05	1.966053e-03	0.000000e+00
1.11137903000e+05	1.973554e-03	0.000000e+00
1.11174358000e+05	1.981219e-03	0.000000e+00
1.11210824000e+05	1.989192e-03	0.000000e+00
1.11247302000e+05	1.997624e-03	0.000000e+00
1.11283792000e+05	2.006831e-03	0.000000e+00
1.11320294000e+05	2.017014e-03	0.000000e+00
1.11356808000e+05	2.028459e-03	0.000000e+00
1.11393334000e+05	2.041463e-03	0.000000e+00
1.11429872000e+05	2.056508e-03	0.000000e+00
1.11466422000e+05	2.073702e-03	0.000000e+00
1.11502984000e+05	2.093600e-03	0.000000e+00
1.11539558000e+05	2.116505e-03	0.000000e+00
1.11576144000e+05	2.142820e-03	0.000000e+00
1.11612742000e+05	2.172990e-03	0.000000e+00
1.11649352000e+05	2.207226e-03	0.000000e+00
1.11685974000e+05	2.245959e-03	0.000000e+00
1.11722608000e+05	2.289532e-03	0.000000e+00
1.11759254000e+05	2.338142e-03	0.000000e+00
1.11795912000e+05	2.392266e-03	0.000000e+00
1.11832582000e+05	2.452411e-03	0.000000e+00
1.11869265000e+05	2.523469e-03	0.000000e+00
1.11905959000e+05	2.597680e-03	0.000000e+00
1.11942665000e+05	2.679895e-03	0.000000e+00
1.11979383000e+05	2.771151e-03	0.000000e+00
1.12016113000e+05	2.872269e-03	0.000000e+00
1.12052856000e+05	2.984647e-03	0.000000e+00
1.12089610000e+05	3.109414e-03	0.000000e+00
1.12126376000e+05	3.248764e-03	0.000000e+00
